ref_id,linked_references,title,user,level,initial_reviewer,secondary_reviewer,author,year,study_name,kaiser_ref_id,companions,target_social_need,study_type,study_design,study_design_comment,recruitment_setting,intervention_setting,geo_setting_description,inclusion_criteria,target_population,age_group,race_ethnicity_majority,proportion_male,proportion_immigrant,target_population_text,risk_of_bias,first_reviewer,qc_complete,first_reviewer_comments,second_reviewer_comments,SDH Interventions and Outcomes_k,intervention_arm,comparator,sample_size,intervention_description,intervention_target,nonsocial_needs,nonsocial_needs_text,individual_systems_intervention,specific_intervention_components,service_provider,duration_followup,addresses_health_outcomes,health_outcomes,result_QALY,result_mortality,result_mental_health_status,result_functional,result_morbidity,result_quality_of_life,result_self_health,result_low_birth_weight,result_child_development,result_other_health,addresses_behavioral_outcomes,behavioral_outcomes,result_substance_use,result_diet,result_other_behavior,addresses_healthcareuse_outcomes,healthcareuse_outcomes,result_hospital_readmission,direction_hospital_readmission,result_frequency_healthcare_use,direction_frequency_healthcare_use,result_adherence,direction_adherence,result_preventive,direction_preventive,result_outpatient_visits,direction_outpatient_visits,result_emergency_visits,direction_emergency_visits,result_clinic_attendance,direction_clinic_attendance,result_emergency_transport,direction_emergency_transport,result_post_primarycare_visits,direction_post_primarycare_visits,result_prenatal,direction_prenatal,result_inpatient_admission,direction_inpatient_admission,result_hospital_days,direction_hospital_days,result_sober_center,direction_sober_center,result_medical_home,direction_medical_home,result_missed_appointments,direction_missed_appointments,result_immunizations,direction_immunizations,result_other_healthcareuse,direction_other_healthcareuse,harms,harms_text,subgroups,subgroups_comment,subgroup_results_different
747,,"Food insecurity and cardiovascular health in pregnant women: Results from the food for families program, Chelsea, Massachusetts, 2013-2015",Meera.Viswanathan,3,Beth Webber,Meera,Morales,2016,Food for Families,20683,,Food insecurity,One social topic addressed,Pre-post,,"Primary care (family health centers, community health centers, family medicine, pediatric or VA clinics,)","Primary care (family health centers, community health centers, family medicine, pediatric or VA clinics)","Chelsea, Massachusetts","Pregnant women, aged 18 years or older","Social Needs,Pregnancy",Adult,Hispanic,,NR,,,I have completed the inital review and this form is ready for QC,I have completed 2nd review and am ready to submit.,,,Food for Families,Food for Families,"Pre- intervention data,Other inactive control",145,"Assisted with obtaining food resources tailored to their specific situation, including support with SNAP or WIC enrollment or provision of information regarding local food pantries.",Patient,No,,Individual Intervention,"Active assistance with resources (vouchers, appt scheduling, enrollment form help)",Not Reported,Duration of pregnancy,Yes,"Changes in functional outcomes (e.g., blood pressure)",,,,Mixed results,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported,,No,,
749,,A clinic-based pilot intervention to enhance diabetes management for elderly Hispanic patients,Meera.Viswanathan,3,Beth Webber,Meera,Nguyen,2016,NR,NA,,"Food insecurity,Housing instability/quality,Transportation help,Employment,Access to healthcare and primary care (include improved coverage, services, and timeliness)",More than one clearly defined social topic addressed,Pre-post,,"Primary care (family health centers, community health centers, family medicine, pediatric or VA clinics,)","Primary care (family health centers, community health centers, family medicine, pediatric or VA clinics),Telephone-based care",California,"Patients with diabetes, self-identify as Hispanic, aged 60 or older, speak English and/or Spanish.","Age,Race/ethnicity,Medical Eligibility",Older Adults,Hispanic,11,94,94% born outside the US but average of 26 years living in the US.,,I have completed the inital review and this form is ready for QC,I have completed 2nd review and am ready to submit.,,,Health Connectors,Health Connectors,Pre- intervention data,28,"Identified diabetic patients were administered a brief interview to identify if patients needed assistance with housing, transportation, food, clothing, dental/prescription services, employment, or family and social services. For each identified needs volunteers identified relevant referrals to free or low-cost community programs. Resource information were provided to patients before they left the clinic, and volunteers called patients on the phone after three weeks to check status of referral, and make inquiries on behalf of patients if requested.",Patient,Yes,dental/prescription services,Individual Intervention,"Screening,Passive referrals,Active assistance with resources (vouchers, appt scheduling, enrollment form help)","Other non-professionals, including volunteers and study staff",,Yes,Other : Diabetes self-management,,,,,,,,,,No effect,Yes,"Changes in dietary intake,Other : Physical activity",,No effect,No effect,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported,,No,,
750,,Environmental improvements brought by the legal interventions in the homes of poorly controlled inner-city adult asthmatic patients: a proof-of-concept study,michelle.eder,3,Beth Webber,Michelle,O'Sullivan,2012,,NA,,"Housing instability/quality,Legal services",One social topic addressed,Pre-post,,Outpatient clinic,Other : Hospital based legal-clinic,"New York City, New York","Adults age 18 years with a diagnosis of asthma, which was poorly controlled despite medical therapy. Patients had at least one self-reported domestic or occupational allergen amenable to elimination by a household intervention, which required action on the part of the landlord for clearance. Individuals were selected when previous efforts by the patients, physicians, and/or social workers had been unsuccessful in bringing about improved living conditions. Patients were excluded if they had congestive heart failure, restrictive lung disease, and neuromuscular disease affecting the respiratory muscles (e.g. myasthenia gravis).","Social Needs,Medical Eligibility","Adult,Older Adults",Hispanic,25,NR,,,I have completed the inital review and this form is ready for QC,I have completed 2nd review and am ready to submit.,Should target of intervention be landlord?,,Legal assistance for housing,Legal assistance for housing,Pre- intervention data,12,"Asthmatic patients who lived in self-reported contaminated housing (e.g., mold, vermin, and/or other poor conditions) were referred to a free weekly legal clinic in the hospital. In the case of deteriorated housing the attorney explored the feasibility of moving the tenant or having the landlord to remediate the conditions. A medical statement was drafted in support of each case by the patient's physician. This letter was submitted to the landlord with a formal demand letter from the attorney along with any other evidence of violations. The average amount of attorney time devoted to each case was 3 hours.",Patient,Yes,Treatment of asthma exacerbations,Individual Intervention,"Providing onsite resources,Active assistance with resources (vouchers, appt scheduling, enrollment form help)","Healthcare providers (doctors, nurses, therapists, etc.),Lawyers",24 months (9-12 months pre-intervention and 6-12 months post-intervention),Yes,"Changes in functional outcomes (e.g., blood pressure)",,,,Positive,,,,,,,No,,,,,Yes,"Emergency department visits,Inpatient admissions",,,,,,,,,,,Positive,Decrease,,,,,,,,,Positive,Decrease,,,,,,,,,,,,,Not Reported,,No,,
758,,Pilot study of impact of medical-legal partnership services on patients' perceived stress and wellbeing,michelle.eder,3,Sarah Bean,Michelle,Ryan,2012,Tucson Family Advocacy Program,5059,,"Housing instability/quality,Financial Strain,Access to healthcare and primary care (include improved coverage, services, and timeliness),Legal services",More than one clearly defined social topic addressed,Pre-post,,"Primary care (family health centers, community health centers, family medicine, pediatric or VA clinics,)","Primary care (family health centers, community health centers, family medicine, pediatric or VA clinics)","Tucson, Arizona","Participants were low-income (yearly household income below 200% of federal poverty level), adult patients (18 years or older) or adult parents of minor patients referred by health care providers for legal assistance.",Low income/SES,"Adolescents/ Young Adults,Adult,Older Adults",Non-Hispanic White,30,NR,,,I have completed the inital review and this form is ready for QC,I have completed 2nd review and am ready to submit.,,,Tucson Family Advocacy Program legal services,Tucson Family Advocacy Program legal services,Pre- intervention data,104,Medical-legal partnership that provides free legal services to referred low-income patients,"Patient,Caregiver",No,,Individual Intervention,"Active assistance with resources (vouchers, appt scheduling, enrollment form help)",Lawyers,Median time for case resolution: 76 days (Range: 1 day-11 months),Yes,Mental health status,,,Positive,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported,,No,,
760,,Medical-Legal Strategies to Improve Infant Health Care: A Randomized Trial,michelle.eder,3,Sarah Bean,Michelle,Sege,2015,Developmental Understanding and Legal Collaboration for Everyone (DULCE),3248,,"Food insecurity,Housing instability/quality,Utilities help,Financial Strain,Legal services",More than one clearly defined social topic addressed,RCT,,"Primary care (family health centers, community health centers, family medicine, pediatric or VA clinics,)","Primary care (family health centers, community health centers, family medicine, pediatric or VA clinics),Telephone-based care,Web-based care,Home-based care","Boston, Massachusetts","Parents of all eligible newborns younger than 10 weeks of age who presented for pediatric primary care at the clinic were recruited. Families were excluded if the parents were younger than 18, received medical care in a language other than English or Spanish, intended to change their primary care provider from the study site within the first 6 months of life, or if the infant had been hospitalized for >1 week after birth.",Age,Pediatric,Non-Hispanic Black,7,NR,Data reported above are for parents.,,I have completed the inital review and this form is ready for QC,I have completed 2nd review and am ready to submit.,,"The differences in immunizations and ED visits were no longer significant at 12 month follow up, so I changed those to no effect.","Developmental
Understanding and Legal Collaboration for Everyone (DULCE) intervention","Developmental
Understanding and Legal Collaboration for Everyone (DULCE) intervention",Active control,330,"Families assigned to the intervention group were assigned to a DULCE family specialist (FS), who had specialist training in child development or a related field. The intervention consisted of 3 types of patient contact: 1) collaborative routine visits with the family, the medical provider, and the FS; 2) home visits by the FS; and 3) contact with the FS by telephone, email, text, or in person. DULCE leveraged support from a medical-legal partnership to address food, housing, and utilities hardships, and to identify and support other family legal needs. This intervention was designed to reduce overall family economic pressure. Intervention parents had an average of 14 contacts with the family specialist, and 5 hours of total contact time.",Caregiver,No,,Individual Intervention,"Active assistance with resources (vouchers, appt scheduling, enrollment form help)","Healthcare providers (doctors, nurses, therapists, etc.),Community health workers/ Navigators,Lawyers",12 months,No,,,,,,,,,,,,No,,,,,Yes,"Preventive care utilization (well child visits),Emergency department visits,Immunizations",,,,,,,Positive,Increase,,,No effect,Decrease,,,,,,,,,,,,,,,,,,,No effect,Increase,,,Not Reported,,No,,
761,,A pilot food bank intervention featuring diabetes-appropriate food improved glycemic control among clients in three states,michelle.eder,3,Beth Webber,Michelle,Seligman,2015,NR,NA,,"Food insecurity,Access to healthcare and primary care (include improved coverage, services, and timeliness)",More than one clearly defined social topic addressed,Pre-post,,"Primary care (family health centers, community health centers, family medicine, pediatric or VA clinics,),Other : Food pantries",Other : Food pantry,"Corpus Christi, Texas; Santa Rosa, California; Grove City, Ohio","Food pantry clients with an HbA1c≥6.5 percent or a self-reported diagnosis of diabetes plus presentation of one or more diabetes medication bottles. Participants were excluded if they were under age 18, unable to complete surveys in English or Spanish, pregnant, or cognitive status was so impaired as to interfere with survey administration.","Social Needs,Medical Eligibility","Adult,Older Adults",Hispanic,26,,,,I have completed the inital review and this form is ready for QC,I have completed 2nd review and am ready to submit.,,,Food bank intervention,Food bank intervention,Pre- intervention data,687,"Four major components: screening for diabetes
and monitoring of glycemic control, distributing
diabetes-appropriate food once or twice monthly (enough to last one or two weeks,
depending on household size), referring clients
who lacked a usual source of care to primary care
providers, and providing diabetes self-management support and education.",Patient,Yes,"Screening for diabetes, monitoring of glycemic control, providing diabetes self-management support and education.",Individual Intervention,"Screening,Patient education (including on health, other social need, or resources),Providing onsite resources","Other non-professionals, including volunteers and study staff",6 months,Yes,"Changes in functional outcomes (e.g., blood pressure),Reduction in morbidity",,,,Positive,No effect,,,,,,Yes,Changes in dietary intake,,Positive,,Yes,Adherence to treatment (medications/follow-up visit),,,,,Positive,Increase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported,,Yes,"Statistical adjustment for age, sex, race/ ethnicity, education, language, and site",No
769,"769, 770",The impact of critical time intervention in reducing psychiatric rehospitalization after hospital discharge,michelle.eder,3,Beth Webber,Michelle,Tomita,2012,Critical Time Intervention,NA,770,"Housing instability/quality,Access to healthcare and primary care (include improved coverage, services, and timeliness)",More than one clearly defined social topic addressed,RCT,,Transitional housing,Home-based care,"New York City, New York","Individuals in transitional residences of psychiatric hospital who had the capacity to provide consent, DSM-IV diagnosis of psychotic disorder, history of homelessness, and plans to reside in New York City after discharge from transitional residences. Those who did not speck sufficient English or did not stay more than three weeknights in the transitional residence were not eligible.","Medical Eligibility,Homeless","Adult,Older Adults",Non-Hispanic Black,71,NR,61% had lifetime diagnosis of schizophrenia and 35% had diagnoses of schizoaffective disorder. 95% participants met criteria for substance use or dependence.,,I have completed the inital review and this form is ready for QC,I have completed 2nd review and am ready to submit.,Took description of intervention from Susser 1997.,,Critical Time Intervention,Critical Time Intervention,Usual Care,150,"Phase one (transition to the community): focuses on providing intensive support and assessing the resources that exist for transition of care to community providers, case worker maintains high level of contact, accompanies patients to appointments and facilitates relationship with providers, meets with members of residence to discuss housing issues, enhances communication with family. Phase two (tryout): encourages client and supporters to try and handle problems on their own, meets less frequently. Phase three (transfer of care): gradual ending of program.","Patient,Caregiver",Yes,Psychiatric treatment,Individual Intervention,"Active assistance with resources (vouchers, appt scheduling, enrollment form help)",Social worker,18 months,No,,,,,,,,,,,,No,,,,,Yes,Hospital readmissions,Positive,Decrease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported,,No,,
772,,Promotoras as mental health practitioners in primary care: a multi-method study of an intervention to address contextual sources of depression,michelle.eder,3,Beth Webber,Michelle,Waitzkin,2011,NR,6254,,"Food insecurity,Housing instability/quality,Employment,Interpersonal violence",More than one clearly defined social topic addressed,RCT,,"Primary care (family health centers, community health centers, family medicine, pediatric or VA clinics,)","Primary care (family health centers, community health centers, family medicine, pediatric or VA clinics)","Albuquerque, New Mexico","Included patients meeting criteria for a diagnosis of depression on the PHQ. Exclusion criteria including suicidal or homicidal ideation (emergency care provided), acute bereavement, psychotic or bipolar depression, age under 18, and general health status precluding interview.",Medical Eligibility,"Adult,Older Adults",Hispanic,29,38,,,I have completed the inital review and this form is ready for QC,I have completed 2nd review and am ready to submit.,Ns are kind of unclear. Abstract says 120 randomized but in Table 2 section B there appear to be 130 depressed individuals. Used data from the 130 for demographics.,,Promotoras depression treatment,Promotoras depression treatment,Active control,120,"Patients were screened for depression with PHQ. When identified, the promotoras provided this information to the PCP, who initiated treatment with medication and/or arranged psychiatric or psychological consultation. The promotoras tried to address problems related to underemployment, inadequate housing, food insecurity, and violence using a resource directory and help organize contact with organizations. Referrals were tracked with monthly follow-up telephone calls with patients and organizations.",Patient,Yes,Depression treatment,Individual Intervention,"Screening,Active assistance with resources (vouchers, appt scheduling, enrollment form help)","Healthcare providers (doctors, nurses, therapists, etc.),Community health workers/ Navigators",12 months,Yes,Mental health status,,,No effect,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported,,No,,
774,,Does a multifaceted environmental intervention alter the impact of asthma on inner-city children?,Meera.Viswanathan,3,Beth Webber,Meera,Williams,2006,NR,NR,,"Housing instability/quality,Early childhood education and development",Medical and social need program,RCT,,Emergency department,Home-based care,"Atlanta, Georgia",English speaking 5-12 year old children with asthma and their primary family caregivers who lived within the ZIP codes of the Atlanta Empowerment Zone (census tract where >=35% of the population is below poverty guidelines) who presented with an asthma exacerbation to the emergency department of the local major public children's hospital.,"Age,Medical Eligibility,Residence in a low-SES neighborhood",Pediatric,Non-Hispanic Black,59,NR,Demographics are for children. Median age 8 years.,Medium,I have completed the inital review and this form is ready for QC,I have completed 2nd review and am ready to submit.,"It is not really housing instability, but I wasn't sure what else to check. It is more like housing safety/quality?
Function outcome is IgE antibody testing. Morbidity is asthma severity score.",,ZAP asthma project,ZAP asthma project,Waitlist control,161,"Community health workers provided information and assisted families with asthma management and environmental intervention measures in their homes. Homes were evaluated for potential allergens (e.g., house dust mites, cockroaches, environmental tobacco smoke). Strategies were put in place to reduce exposure (e.g., mattress covers), households were provided with a one time professional cleaning of homes, other customized intervention strategies were discussed that could be implemented by the family (controlling moisture etc). Families were provided with verbal and written information to reinforce lessons of interventions.",Caregiver,Yes,Information on asthma management,Individual Intervention,"Patient education (including on health, other social need, or resources),Active assistance with resources (vouchers, appt scheduling, enrollment form help)",Community health workers/ Navigators,12 months,Yes,"Changes in functional outcomes (e.g., blood pressure),Reduction in morbidity",,,,No effect,No effect,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported,,No,,
1105,,The Highland Health Advocates: a preliminary evaluation of a novel programme addressing the social needs of emergency department patients,Meera.Viswanathan,3,Sarah Bean,Meera,Losonczy,2017,Highland Health Advocates (HHA),1159,,"Food insecurity,Housing instability/quality,Transportation help,Utilities help,Education,Employment,Financial Strain,Access to healthcare and primary care (include improved coverage, services, and timeliness),Legal services,Childcare access,Interpersonal violence,Multiple domains targeted",Any social need that arises in population addressed,Cohort study,,Emergency department,Emergency department,Alameda County (California),Inclusion criteria included: (1) at least 18 years of age; (2) having at least one social need identified by the screening tool: (3) presentation to the Highland ED. Exclusion criteria included: (1) no social needs identified; (2) acute intoxication; (3) acute psychosis; (4) patient declines to answer screening questions; (5) in law enforcement custody; and (6) judged by the treating physician too severely ill to participate.,"Social Needs,Age","Adult,Older Adults",Non-Hispanic Black,49,NR,,,I have completed the inital review and this form is ready for QC,I have completed 2nd review and am ready to submit.,"Table 1 reports BL char for IG/CG, but not total pop. Did not combine/calculate for % male per instructions.
Marked ""Other"" for routine care (not sure what counts as inactive control).",,Highland Health Advocates (HHA),Highland Health Advocates (HHA),Usual Care,459,HHA volunteers followed resource referral protocols based on the type of need in order to match patient need to available community resources. Volunteers made biweekly followup telephone calls or appointments with patients to continue helping them with their needs until the need was met or the patient no longer wanted or was able to be contacted.,Patient,No,,Individual Intervention,"Screening,Active assistance with resources (vouchers, appt scheduling, enrollment form help)","Other non-professionals, including volunteers and study staff",6 months,Yes,Changes in self-reported health,,,,,,,No effect,,,,No,,,,,Yes,"Emergency department visits,Medical home",,,,,,,,,,,No effect,Decrease,,,,,,,,,,,,,,,Positive,Increase,,,,,,,Not Reported,,No,,
